id,name,network_wikidata_uri,operator_wikidata_uri,city_wikidata_uri,address,totalDocks,availableDocks,latitude,longitude
130,130 - Metro Ríos Rosas,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de Santa Engracia, 129 ,",23,19,40.44156,-3.70164
131,131 - Plaza de Juan Zorrilla,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Bravo Murillo nº 44,",23,8,40.441788,-3.704031
132,132 - Glorieta de Cuatro Caminos,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Santa Engracia, 164 ,",27,14,40.446378,-3.703605
133,133 - Raimundo Fdez. Villaverde - Dulcinea,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Dulcinea, 3 ,",24,0,40.447125,-3.700167
134,134 - María de Guzmán - Agustín de Betancourt,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle María de Guzmán nº 58,",23,2,40.444182,-3.695569
135,135 - Plaza de San Juan de la Cruz,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Plaza de San Juan de la Cruz, 10 ,",23,23,40.441481,-3.692734
136,136 - Metro Nuevos Ministerios,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de la Castellana nº 106,",23,21,40.445124,-3.690769
137,137 - Plaza de la República Argentina,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Plaza de la republica argentina, 7 ,",24,19,40.445448,-3.685338
138,138 - Estación de tren Nuevos Ministerios,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de la Castellana, 63 ,",23,13,40.445741,-3.691406
139,139 - José Gutiérrez Abascal - Castellana,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Pedro de Valdivia, 2 ,",24,16,40.439396,-3.690419
140,140 - Velázquez - López de Hoyos,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Velázquez, 134 ,",27,22,40.438757,-3.683058
141,141 - Plaza de Emilio Castelar,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de la Castellana nº 43,",12,8,40.435405,-3.689392
142,142 - Bajo elevado de Eduardo Dato,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de la Castellana nº 42,",23,20,40.433409,-3.687915
186,186 - General Pardiñas - Don Ramón de la Cruz,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle General Pardiñas, 58 ,",23,13,40.42898,-3.678302
144,144 - Metro Diego de León,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de Juan Bravo, 51 ,",27,15,40.432408,-3.675556
145,145 - Ortega y Gasset 87,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Ortega y Gasset nº 87,",23,2,40.429887,-3.671282
146,"146 - María Francisca, 3",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de María Francisca, 3,",19,10,40.444254,-3.67885
147,147 - Doctor Arce 45,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida del Doctor Arce nº 45,",23,4,40.4484,-3.6794
148,148 - Serrano 210,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Serrano nº 210,",23,9,40.451117,-3.681397
149,149 - Plaza de Quito,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de la Habana nº 42,",23,20,40.449852,-3.68793
151,151 - Orense 12,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Orense nº 12,",27,24,40.448812,-3.695359
152,"152 - General Perón, 4",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida del General Perón, 4 ,",23,3,40.4525,-3.6989
153,153 - General Perón - Poeta Joan Maragall,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida del General Perón, 36 ,",23,20,40.4523,-3.6936
154,154 - Orense 36,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Orense nº 36,",24,12,40.454846,-3.694622
155,155 - San Germán 57,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle San Germán nº 57,",23,0,40.457334,-3.70093
156,156 - Sor Ángela de la Cruz-Paseo Castellana,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Sor Ángela de la Cruz nº 2,",24,21,40.459235,-3.691533
158,158 - Alberto Alcocer - Padre Damián,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida de Alberto Alcocer nº 22,",23,12,40.45869,-3.684625
159,159 - Paseo de la Habana 63,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de la Habana nº 63,",23,13,40.454385,-3.683593
160,160 - Metro Colombia,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Colombia, 11 ,",24,3,40.457247,-3.676344
161,161 - Intercambiador de Príncipe Pío A,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de la Florida nº 8,",27,3,40.422192,-3.722099
162,162 - Metro Pirámides,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de los Olmos, 26 ,",23,13,40.403497,-3.710577
163,163 - Metro Acacias,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de la Esperanza, 2A ,",19,11,40.403759,-3.706445
164,164 - Paseo de las Delicias - Tomás Bretón,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de las Delicias nº 94,",27,7,40.39723,-3.69461
165,165 - Entrada Matadero - Paseo de la Chopera,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de la Chopera frente 51 ,",43,12,40.392888,-3.697596
166,166 - Viaducto de Segovia,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Segovia nº 26,",27,15,40.413905,-3.713377
167,167 - Segovia 45,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Segovia nº 45,",27,9,40.413748,-3.717489
168,168 - Santa María Cabeza - Batalla del Salado,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo Santa María de la Cabeza frente al 30 ,",23,9,40.4046,-3.6959
169,169 - Glorieta de Pirámides,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Toledo nº 181,",24,22,40.401589,-3.713823
170,"170 - Paseo de la Esperanza, 21",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de la Esperanza nº 21,",24,14,40.401055,-3.704396
171,171 - Embajadores-Cáceres,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Embajadores nº 97,",27,15,40.399701,-3.698402
172,172 - Estación de tren de Delicias,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Bustamante nº 3,",23,8,40.400828,-3.693493
173,173 - Paseo Esperanza - Santa María Cabeza,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de la Esperanza nº 59,",24,1,40.398347,-3.702484
174,"174 - Paseo de las Yeserías, 45",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de Yeserías nº 45,",27,1,40.39743,-3.706526
175,175 - Jaime el Conquistador - Divino Vallés,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Jaime el Conquistador nº 30,",19,2,40.396226,-3.698345
177,177 - Metro Legazpi,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Bolívar nº 3,",23,23,40.391447,-3.694188
178,178 - Junta Municipal Distrito de Retiro,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle León Gil de Palacio nº 1,",24,4,40.40292,-3.678834
179,179 - Metro Puente de Vallecas,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida de la Albufera nº 6,",24,12,40.397927,-3.669272
180,180 - Estación Sur Méndez Álvaro B,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Retama (esquina con calle Acanto),",23,22,40.394042,-3.67589
181,181 - Ibiza - Narváez,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Ibiza nº 16,",27,6,40.418169,-3.676444
182,182 - Parque Roma,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Alcalde Sainz de Baranda (esquina con calle de Juan Espladiu),",23,15,40.418667,-3.665778
183,183 - Hermosilla - Doctor Esquerdo,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Hermosilla, 135,",23,3,40.425635,-3.669339
184,"184 - Marqués de Zafra, 24",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo del Marqués Zafra, 24 ,",24,4,40.426,-3.665306
185,185 - Parque Quinta de la Fuente del Berro,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Sancho Dávila, 35 ,",24,7,40.425083,-3.661528
143,143 - Diego de León - General Pardiñas,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de Diego de León, 54 ,",23,3,40.434676,-3.67808
187,187 - Alejandro González - Alcalá,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Alcala-Ventas ,",23,10,40.430133,-3.663825
188,188 - Puente de Ventas,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida de Daroca, 2 ,",27,16,40.431256,-3.659029
189,189 - Virgen de la Alegría,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida donostiarra,",23,1,40.435126,-3.655492
190,190 - Velázquez - Diego de León,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Velázquez, 91 ,",23,15,40.434305,-3.683375
191,191 - Metro Diego de León,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de Alfonso Heredia, 2 ,",19,1,40.434569,-3.674078
192,192 - Avda. de los Toreros - Fco. Silvela,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida de los Toreros, 3 ,",27,15,40.431826,-3.671468
193,193 - Plaza de las Ventas,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida De los Toreros, 49 ,",27,11,40.432472,-3.665555
194,194 - Intercambiador de Avenida de América,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Francisco Silvela, 87 ,",24,22,40.437264,-3.677154
195,195 - Indalecio Hernández - Mataelpino,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Mataelpino, 1 ,",24,22,40.439222,-3.675444
196,196 - Metro Prosperidad,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Suero de Quiñones, 4 ,",27,2,40.444224,-3.675222
197,197 - Parque de Berlín,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida de Concha Espina, 36 ,",23,9,40.451606,-3.677916
198,198 - Metro Rubén Darío,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de las Castellana, 33 ,",23,21,40.432,-3.6891
199,"199 - Fernando el Católico, 61",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Fernando el Católico, 61 ,",27,4,40.434361,-3.714917
200,200 - Metro Quevedo,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Glorieta de Quevedo, 4 ,",24,15,40.433754,-3.704579
201,201 - Metro Canal,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle José Abascal, 2 ,",23,10,40.438694,-3.703833
202,202 - Parque de Santander,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de Santander, 1 ,",27,13,40.4413,-3.7083
203,203 - General Ampudia - San Francisco Sales,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle General de Ampudia 2,",24,17,40.44175,-3.714472
204,204 - Doctor Santero - Bravo Murillo,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Doctor Santero, 1 ,",23,5,40.447649,-3.70404
205,205 - Metro Estrecho,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Navarra, 1 ,",23,3,40.4535,-3.703278
206,206 - Metro Tetuán,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Marqués de Viana, 3 ,",23,1,40.460747,-3.698916
207,207 - Plaza de la Remonta,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Azucenas, 2 ,",19,0,40.463044,-3.697335
208,208 - Intercambiador de Plaza de Castilla,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de la Castellana, 216 ,",18,0,40.466281,-3.689061
209,209 - Plaza de Castilla - Fundación Canal,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Plaza de Castilla, 9 ,",23,1,40.4657,-3.6887
210,210 - Calle de las Tres Cruces - Gran Vía,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de las Tres Cruces,",27,23,40.419652,-3.702716
211,211 - Desengaño - Valverde,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de el Desengaño, 4 ,",23,15,40.42059,-3.70239
212,212 - Metro Marqués de Vadillo,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Glorieta Marqués de Vadillo, 9,",27,13,40.398247,-3.716591
213,213 - Glorieta de Cádiz,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de Antonio López, 129 ,",23,10,40.388992,-3.700225
214,214 - Condesa de Venadito - Albacete,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Condesa de Venadito, 2 ,",24,23,40.443432,-3.656903
215,215 - Gutierre de Cetina - Ascao,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Gutierre de Cetina, 77 ,",23,7,40.429588,-3.640809
216,216 - Plaza de Puerta del Ángel,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Plaza Puerta del Ángel, 3 ,",27,4,40.4141,-3.72897
217,217 - Hospital Universitario La Paz,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Pedro Rico, 4 ,",23,20,40.480884,-3.689076
218,218 - Camino de los Vinateros A,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Camino de Vinateros, 28 ,",23,6,40.410548,-3.657297
219,219 - Camino de los Vinateros B,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Camino de los Vinateros, 108 ,",18,7,40.408359,-3.646734
220,220 - Plaza del Encuentro,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Arrollo de las Pilillas, 2 ,",24,14,40.406156,-3.651384
221,221 - Metro Pavones,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Hacienda de Pavones, 148 ,",23,20,40.400492,-3.634744
222,222 - Eugenio Caxes - Antonio López,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Eugenio Caxes, 14 ,",23,15,40.391787,-3.702679
223,223 - Ermita del Santo,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de la Ermita del Santo, 48 ,",27,10,40.406448,-3.724576
224,224 - Parque de Caramuel,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Caramuel, 51 ,",27,3,40.409,-3.7287
225,225 - Sierra Toledana - Doctor Lozano,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Sierra Toledana, 33 ,",24,10,40.402506,-3.660345
226,226 - Sierra Toledana - Camino de Valderribas,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Camino Valderribas, 94 ,",23,0,40.399015,-3.660777
227,227 - Arroyo del Olivar,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Arrollo del Olivar, 3 ,",24,0,40.39383,-3.665936
228,228 - San Delfín - Antonio López,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle San Delfín, 10 ,",18,0,40.394406,-3.708043
229,229 - Centro Deportivo Municipal Concepción,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle José del Hierro, 6 ,",23,0,40.436938,-3.648651
230,230 - Carlota O´Neill - Agastia,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Carlota O Neill, 30-32 ,",24,2,40.443679,-3.648825
231,231 - Derechos Humanos - Verdaguer y García,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Derechos Humanos, 14 ,",24,9,40.439828,-3.655719
232,232 - José María de Pereda - Alcalá,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle De José Maria Pereda, 1 ,",27,15,40.432766,-3.648617
233,233 - El dragón de La Elipa,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Marqués de Corbera, 12 ,",24,12,40.422952,-3.655579
234,234 - Metro La Elipa,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida Marques de Corbera, 52 ,",24,8,40.426128,-3.651092
235,235 - Sodio - Embajadores,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle del Sodio, 1B ,",23,11,40.389041,-3.691076
236,236 - Paseo Imperial,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo Imperial, 31 ,",27,21,40.407579,-3.717078
238,"238 - San Germán, 5",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"CalleSan Germán, 5 ,",24,22,40.456182,-3.693261
239,239 - Francos Rodríguez - José Calvo,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de Francos Rodríguez, 62 ,",23,3,40.456713,-3.707833
240,240 - Brasilia - Parque Breogán,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida De Brasilia, 9 ,",23,4,40.43666,-3.66096
241,241 - Camilo José Cela,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Camilo José Cela, 27,",23,2,40.4378,-3.66779
242,242 - Metro Parque de las Avenidas,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida De Bruselas, 56 ,",23,14,40.439513,-3.662928
243,243 - Cartagena,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Cartagena, 37,",23,3,40.43503,-3.67012
244,244 - Hospital Clínico San Carlos,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Isaac Peral, 42 ,",23,10,40.44003,-3.71757
245,245 - Galileo - Donoso Cortés,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Galileo, 63 ,",24,2,40.436364,-3.710138
246,246 - Metro Iglesia,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de Santa Engracia, 85-87 ,",27,23,40.435958,-3.699248
247,247 - Zurbano - José Abascal,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de Zurbano, 90 ,",23,18,40.43837,-3.69281
248,248 - Sinesio Delgado - Cuatro Torres,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de Sinesio Delgado, 2 ,",27,22,40.474321,-3.687997
249,249 - Castellana - Cuatro Torres,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de la Castellana, 298 ,",24,23,40.479502,-3.685319
250,250 - Serrano - CSIC,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Serrano, 111 ,",27,16,40.440649,-3.68581
251,251 - Santa Hortensia - Corazón de María,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Santa Hortensia, 31 ,",23,2,40.44421,-3.66683
252,252 - Est. tren Chamartín - Clara Campoamor,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Agustín de Foxá, 40 ,",23,1,40.47174,-3.683969
253,253 - Doctor Fleming - Estadio S. Bernabéu,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle del Doctor Fleming, 7 ,",19,19,40.45546,-3.68844
254,254 - Plaza del Perú,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida De Pio XII, 3 ,",23,6,40.461,-3.67656
255,255 - General López Pozas - Apolonio Morales,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle General López pozas, 2 ,",23,9,40.46361,-3.685292
256,256 - Reina Victoria - Beatriz de Bobadilla,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Beatriz de Bobadilla, 4 ,",23,4,40.44635,-3.71383
257,257 - Ciudad Universitaria - INEF,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida Juan Herrera, 1 ,",23,22,40.438873,-3.730527
258,258 - Metro Ciudad Universitaria A,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Ciudad Universitaria, 1 ,",24,24,40.444311,-3.726939
259,259 - Metro Ciudad Universitaria B,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Ciudad Universitaria, 2 ,",19,19,40.442705,-3.726752
